date,open,high,low,close
2023-06-01 09:15:00,574.25,595.0,570.95,587.1
2023-06-01 10:15:00,586.25,589.0,583.9,584.05
2023-06-01 11:15:00,584.85,587.3,584.5,585.9
2023-06-01 12:15:00,586.0,587.25,585.6,587.05
2023-06-01 13:15:00,587.0,594.5,586.05,590.55
2023-06-01 14:15:00,590.6,600.0,590.6,600.0
2023-06-01 15:15:00,599.5,599.75,593.5,598.0
2023-06-02 09:15:00,592.5,599.9,582.55,584.0
2023-06-02 10:15:00,583.55,584.4,583.2,583.75
2023-06-02 11:15:00,583.6,585.0,581.2,584.3
2023-06-02 12:15:00,584.3,589.0,583.05,586.9
2023-06-02 13:15:00,587.15,588.0,583.8,585.3
2023-06-02 14:15:00,585.9,587.0,583.55,584.95
2023-06-02 15:15:00,585.0,586.0,583.55,584.7
2023-06-05 09:15:00,592.35,596.65,582.6,588.25
2023-06-05 10:15:00,588.25,588.45,585.35,585.65
2023-06-05 11:15:00,586.95,591.4,585.4,586.15
2023-06-05 12:15:00,586.15,587.75,585.55,585.95
2023-06-05 13:15:00,585.95,585.95,579.0,581.2
2023-06-05 14:15:00,580.9,582.0,574.35,582.0
2023-06-05 15:15:00,582.0,582.0,578.0,581.0
2023-06-06 09:15:00,578.8,590.9,578.35,589.9
2023-06-06 10:15:00,589.8,601.0,588.15,598.7
2023-06-06 11:15:00,599.25,600.0,592.65,598.7
2023-06-06 12:15:00,598.0,600.0,597.45,599.5
2023-06-06 13:15:00,599.0,599.5,595.6,597.5
2023-06-06 14:15:00,598.45,603.9,597.5,599.8
2023-06-06 15:15:00,599.8,600.5,595.0,599.9
2023-06-07 09:15:00,598.9,600.25,595.0,600.0
2023-06-07 10:15:00,600.0,600.0,592.3,593.65
2023-06-07 11:15:00,594.35,594.55,588.35,589.3
2023-06-07 12:15:00,589.35,591.85,587.8,589.0
2023-06-07 13:15:00,589.0,590.0,585.05,586.9
2023-06-07 14:15:00,586.9,591.9,586.0,590.95
2023-06-07 15:15:00,590.65,595.0,590.0,591.0
2023-06-08 09:15:00,594.45,594.65,582.25,583.15
2023-06-08 10:15:00,582.85,583.95,578.0,580.0
2023-06-08 11:15:00,580.0,582.0,562.1,564.75
2023-06-08 12:15:00,564.95,569.7,564.25,565.1
2023-06-08 13:15:00,564.8,572.15,564.8,566.2
2023-06-08 14:15:00,566.45,568.5,557.45,560.2
2023-06-08 15:15:00,560.45,563.55,557.0,563.25
2023-06-09 09:15:00,564.6,576.0,564.0,570.05
2023-06-09 10:15:00,570.05,572.5,568.5,571.95
2023-06-09 11:15:00,572.0,572.15,567.55,571.85
2023-06-09 12:15:00,571.3,571.85,565.75,566.45
2023-06-09 13:15:00,566.1,569.0,566.0,567.0
2023-06-09 14:15:00,566.45,568.6,565.95,566.6
2023-06-09 15:15:00,566.65,567.3,562.1,564.1
2023-06-12 09:15:00,565.0,571.95,557.05,571.45
2023-06-12 10:15:00,571.45,589.2,571.0,589.15
2023-06-12 11:15:00,589.5,589.55,587.0,588.3
2023-06-12 12:15:00,588.0,588.0,585.55,587.35
2023-06-12 13:15:00,587.35,587.35,583.95,584.95
2023-06-12 14:15:00,585.1,591.9,584.5,589.5
2023-06-12 15:15:00,589.5,589.5,585.9,589.0
2023-06-13 09:15:00,589.05,591.9,582.15,585.8
2023-06-13 10:15:00,585.75,598.95,585.15,593.45
2023-06-13 11:15:00,593.45,594.4,585.85,587.4
2023-06-13 12:15:00,587.4,588.65,584.65,585.6
2023-06-13 13:15:00,586.0,586.95,582.25,584.75
2023-06-13 14:15:00,584.7,584.7,582.0,583.2
2023-06-13 15:15:00,582.6,586.0,580.6,584.7
2023-06-14 09:15:00,588.25,588.3,573.25,576.55
2023-06-14 10:15:00,576.55,577.5,574.5,575.15
2023-06-14 11:15:00,575.15,576.35,570.95,573.6
2023-06-14 12:15:00,573.6,574.45,573.4,573.95
2023-06-14 13:15:00,573.65,575.0,573.05,573.55
2023-06-14 14:15:00,573.55,579.35,573.5,577.5
2023-06-14 15:15:00,578.0,578.85,577.55,578.0
2023-06-15 09:15:00,577.9,584.95,577.9,582.45
2023-06-15 10:15:00,582.45,582.7,574.0,574.0
2023-06-15 11:15:00,574.0,577.75,574.0,575.1
2023-06-15 12:15:00,575.65,576.9,575.0,575.15
2023-06-15 13:15:00,575.15,576.9,569.15,576.25
2023-06-15 14:15:00,576.15,576.95,572.6,574.3
2023-06-15 15:15:00,574.0,577.0,574.0,575.5
2023-06-16 09:15:00,579.95,610.9,579.95,610.0
2023-06-16 10:15:00,610.0,615.0,608.55,612.85
2023-06-16 11:15:00,613.3,615.0,609.85,610.85
2023-06-16 12:15:00,611.2,613.5,610.15,611.7
2023-06-16 13:15:00,611.9,612.5,606.5,608.65
2023-06-16 14:15:00,609.2,609.8,592.1,596.0
2023-06-16 15:15:00,596.0,602.0,593.75,602.0
2023-06-19 09:15:00,600.95,617.95,598.3,608.2
2023-06-19 10:15:00,609.0,611.6,602.7,609.5
2023-06-19 11:15:00,609.5,612.5,601.5,603.75
2023-06-19 12:15:00,603.05,608.65,601.0,607.35
2023-06-19 13:15:00,606.85,607.5,602.3,607.5
2023-06-19 14:15:00,607.5,614.65,606.55,613.15
2023-06-19 15:15:00,614.0,615.0,610.2,613.95
2023-06-20 09:15:00,610.8,615.0,602.8,603.35
2023-06-20 10:15:00,603.35,606.6,601.85,605.85
2023-06-20 11:15:00,605.25,606.15,602.2,602.2
2023-06-20 12:15:00,602.15,604.95,601.95,603.1
2023-06-20 13:15:00,603.1,608.8,603.0,607.55
2023-06-20 14:15:00,607.55,612.9,606.65,610.9
2023-06-20 15:15:00,612.95,612.95,609.0,609.1
2023-06-21 09:15:00,609.8,614.1,607.05,612.25
2023-06-21 10:15:00,612.0,612.55,605.75,605.8
2023-06-21 11:15:00,605.95,608.85,604.5,607.3
2023-06-21 12:15:00,607.45,607.45,604.1,605.65
2023-06-21 13:15:00,605.65,606.0,600.1,601.7
2023-06-21 14:15:00,601.9,602.55,582.1,593.0
2023-06-21 15:15:00,593.0,596.15,592.1,593.5
2023-06-22 09:15:00,596.05,607.45,595.05,598.55
2023-06-22 10:15:00,599.05,599.7,589.55,592.1
2023-06-22 11:15:00,592.85,594.95,592.0,592.0
2023-06-22 12:15:00,592.0,592.65,585.55,591.75
2023-06-22 13:15:00,591.1,593.35,585.3,586.15
2023-06-22 14:15:00,586.15,587.7,575.3,583.85
2023-06-22 15:15:00,583.75,587.5,582.9,583.3
