time,open,high,low,close
2023-07-17 09:15:00,177.4,182.75,177.4,182.7
2023-07-17 10:15:00,182.6,183.3,181.6,182.3
2023-07-17 11:15:00,182.3,183.4,181.05,183.3
2023-07-17 12:15:00,183.1,184.0,182.0,182.2
2023-07-17 13:15:00,182.2,182.3,181.05,181.3
2023-07-17 14:15:00,181.3,181.65,178.55,179.4
2023-07-17 15:15:00,179.4,180.85,178.25,179.0
2023-07-18 09:15:00,181.0,182.45,177.85,180.5
2023-07-18 10:15:00,180.3,181.0,179.9,180.75
2023-07-18 11:15:00,180.75,181.0,176.0,176.65
2023-07-18 12:15:00,176.65,181.5,176.65,180.55
2023-07-18 13:15:00,180.55,181.0,179.55,179.55
2023-07-18 14:15:00,179.55,180.5,178.5,179.05
2023-07-18 15:15:00,179.0,179.95,178.5,179.5
2023-07-19 09:15:00,180.15,180.25,177.6,178.15
2023-07-19 10:15:00,178.15,178.25,176.55,176.7
2023-07-19 11:15:00,176.7,178.1,176.0,177.25
2023-07-19 12:15:00,177.25,178.1,176.15,176.75
2023-07-19 13:15:00,176.75,177.25,175.0,176.25
2023-07-19 14:15:00,176.25,176.25,173.35,174.65
2023-07-19 15:15:00,174.55,176.5,174.55,176.0
2023-07-20 09:15:00,176.05,179.0,176.05,177.5
2023-07-20 10:15:00,177.5,178.25,177.0,177.9
2023-07-20 11:15:00,177.9,178.8,177.3,178.6
2023-07-20 12:15:00,178.6,178.8,177.5,177.9
2023-07-20 13:15:00,177.9,177.9,176.85,176.9
2023-07-20 14:15:00,176.9,179.0,176.55,177.5
2023-07-20 15:15:00,177.5,179.0,176.1,177.9
2023-07-21 09:15:00,175.0,178.95,175.0,178.05
2023-07-21 10:15:00,178.05,178.45,177.15,177.6
2023-07-21 11:15:00,177.6,178.35,177.25,177.95
2023-07-21 12:15:00,177.95,177.95,176.5,177.15
2023-07-21 13:15:00,177.15,177.65,175.5,176.5
2023-07-21 14:15:00,176.5,177.15,174.3,176.4
2023-07-21 15:15:00,176.25,177.25,176.0,177.25
2023-07-24 09:15:00,176.9,179.7,176.25,178.05
2023-07-24 10:15:00,178.05,178.55,176.6,177.0
2023-07-24 11:15:00,177.0,177.0,175.0,175.95
2023-07-24 12:15:00,175.95,176.45,175.5,176.0
2023-07-24 13:15:00,176.0,176.5,175.15,176.1
2023-07-24 14:15:00,175.95,176.25,175.0,175.8
2023-07-24 15:15:00,175.8,176.9,175.5,176.5
2023-07-25 09:15:00,177.4,178.9,176.55,178.25
2023-07-25 10:15:00,178.25,178.5,177.0,178.5
2023-07-25 11:15:00,178.5,179.35,177.8,178.5
2023-07-25 12:15:00,178.5,178.9,178.0,178.0
2023-07-25 13:15:00,177.95,178.0,176.65,177.0
2023-07-25 14:15:00,177.0,178.4,176.6,177.9
2023-07-25 15:15:00,177.9,178.15,177.0,177.0
2023-07-26 09:15:00,178.45,181.6,175.65,175.9
2023-07-26 10:15:00,175.9,176.85,175.15,176.55
2023-07-26 11:15:00,176.55,178.4,176.05,178.4
2023-07-26 12:15:00,178.45,179.8,178.05,179.3
2023-07-26 13:15:00,179.3,180.6,179.25,180.35
2023-07-26 14:15:00,180.35,180.45,178.2,178.7
2023-07-26 15:15:00,178.55,178.9,177.25,178.0
2023-07-27 09:15:00,179.0,183.15,178.7,182.9
2023-07-27 10:15:00,182.9,184.9,182.7,184.2
2023-07-27 11:15:00,184.3,184.95,182.25,182.25
2023-07-27 12:15:00,182.25,182.7,182.0,182.35
2023-07-27 13:15:00,182.35,182.75,182.2,182.5
2023-07-27 14:15:00,182.5,182.65,180.15,181.0
2023-07-27 15:15:00,181.0,181.8,180.45,180.9
2023-07-28 09:15:00,180.0,182.8,179.75,181.8
2023-07-28 10:15:00,181.8,184.3,181.55,184.2
2023-07-28 11:15:00,184.2,184.4,182.0,182.35
2023-07-28 12:15:00,182.35,182.55,181.1,181.75
2023-07-28 13:15:00,181.75,182.05,180.9,181.55
2023-07-28 14:15:00,181.5,183.8,181.4,183.5
2023-07-28 15:15:00,183.5,183.7,182.1,182.9
2023-07-31 09:15:00,185.0,188.0,184.35,186.5
2023-07-31 10:15:00,186.5,186.75,185.5,185.65
2023-07-31 11:15:00,185.75,186.05,185.6,185.95
2023-07-31 12:15:00,185.95,186.0,185.65,185.85
2023-07-31 13:15:00,185.85,186.0,185.6,185.9
2023-07-31 14:15:00,185.9,186.0,184.5,185.5
2023-07-31 15:15:00,185.5,185.5,185.0,185.3
2023-08-01 09:15:00,186.45,188.1,186.05,186.4
2023-08-01 10:15:00,186.4,186.8,185.9,186.25
2023-08-01 11:15:00,186.4,186.45,185.0,185.4
2023-08-01 12:15:00,185.4,185.4,183.1,184.55
2023-08-01 13:15:00,184.55,186.0,184.55,185.5
2023-08-01 14:15:00,185.5,186.55,185.25,186.3
2023-08-01 15:15:00,186.3,186.9,186.25,186.75
2023-08-02 09:15:00,185.95,189.3,184.7,187.3
2023-08-02 10:15:00,187.3,187.45,182.65,183.9
2023-08-02 11:15:00,183.55,186.05,183.45,185.6
2023-08-02 12:15:00,185.4,185.4,180.55,181.5
2023-08-02 13:15:00,181.3,181.4,177.45,177.45
2023-08-02 14:15:00,177.55,180.1,175.15,179.3
2023-08-02 15:15:00,179.1,179.85,177.5,178.9
2023-08-03 09:15:00,178.8,182.2,176.2,180.8
2023-08-03 10:15:00,180.55,182.6,180.55,182.2
2023-08-03 11:15:00,182.2,183.6,181.85,182.25
2023-08-03 12:15:00,182.25,182.9,179.9,179.9
2023-08-03 13:15:00,179.95,180.6,178.35,179.65
2023-08-03 14:15:00,179.65,180.0,178.35,179.0
2023-08-03 15:15:00,179.0,179.7,177.15,178.2
2023-08-04 09:15:00,179.9,183.95,179.45,182.2
2023-08-04 10:15:00,182.2,182.65,180.45,180.6
2023-08-04 11:15:00,180.6,181.55,180.6,181.45
2023-08-04 12:15:00,181.45,181.75,180.65,180.9
2023-08-04 13:15:00,180.9,181.0,178.0,179.85
2023-08-04 14:15:00,179.85,182.35,179.2,181.95
2023-08-04 15:15:00,181.95,182.5,181.2,181.95
2023-08-07 09:15:00,183.4,185.9,183.25,185.6
2023-08-07 10:15:00,185.6,187.1,185.05,186.9
2023-08-07 11:15:00,186.9,188.0,183.5,183.9
2023-08-07 12:15:00,183.9,184.5,183.4,183.95
2023-08-07 13:15:00,183.95,184.2,181.5,181.8
2023-08-07 14:15:00,181.8,182.1,180.5,181.0
2023-08-07 15:15:00,181.0,181.25,179.7,180.0
2023-08-08 09:15:00,191.5,194.0,183.65,189.7
2023-08-08 10:15:00,189.5,192.8,189.05,191.75
2023-08-08 11:15:00,191.55,198.0,191.5,197.7
2023-08-08 12:15:00,197.55,199.0,194.2,195.9
2023-08-08 13:15:00,195.9,196.4,192.15,192.65
2023-08-08 14:15:00,192.65,192.8,189.3,189.85
2023-08-08 15:15:00,189.85,191.9,189.05,191.9
2023-08-09 09:15:00,192.8,197.75,192.75,196.25
2023-08-09 10:15:00,196.25,196.9,194.15,195.8
2023-08-09 11:15:00,195.8,197.05,195.5,196.65
2023-08-09 12:15:00,196.65,196.75,194.85,196.35
2023-08-09 13:15:00,196.35,196.35,192.35,194.0
2023-08-09 14:15:00,194.0,195.5,193.45,195.0
2023-08-09 15:15:00,195.1,197.25,194.55,196.95
2023-08-10 09:15:00,202.5,214.1,202.5,211.8
2023-08-10 10:15:00,211.8,212.1,208.05,209.0
2023-08-10 11:15:00,208.8,209.2,206.2,206.5
2023-08-10 12:15:00,206.5,207.3,205.3,205.55
2023-08-10 13:15:00,205.55,205.65,203.45,204.6
2023-08-10 14:15:00,204.6,208.3,204.15,205.15
2023-08-10 15:15:00,205.15,208.8,203.6,207.75
