time,open,high,low,close
2023-08-21 09:15:00,728.05,746.95,662.0,697.5
2023-08-21 09:20:00,697.5,705.6,678.7,684.2
2023-08-21 09:25:00,684.2,700.0,676.0,681.95
2023-08-21 09:30:00,679.95,706.85,670.8,689.3
2023-08-21 09:35:00,689.3,714.2,684.45,690.8
2023-08-21 09:40:00,690.8,704.7,689.0,698.6
2023-08-21 09:45:00,698.6,757.7,696.8,740.75
2023-08-21 09:50:00,740.75,766.85,734.8,743.15
2023-08-21 09:55:00,743.15,755.6,739.15,740.0
2023-08-21 10:00:00,740.0,769.45,730.0,734.15
2023-08-21 10:05:00,734.15,748.3,730.35,744.3
2023-08-21 10:10:00,744.3,757.5,736.65,749.0
2023-08-21 10:15:00,749.0,751.85,732.0,734.05
2023-08-21 10:20:00,734.05,735.95,708.25,708.25
2023-08-21 10:25:00,708.25,717.0,671.0,677.2
2023-08-21 10:30:00,677.2,677.2,649.65,658.4
2023-08-21 10:35:00,655.8,670.6,648.6,663.65
2023-08-21 10:40:00,663.65,670.4,657.8,658.35
2023-08-21 10:45:00,655.7,672.1,652.0,656.45
2023-08-21 10:50:00,657.0,663.0,649.05,651.7
2023-08-21 10:55:00,651.7,672.4,649.75,669.0
2023-08-21 11:00:00,669.0,672.0,658.05,662.4
2023-08-21 11:05:00,662.4,668.0,622.1,622.35
2023-08-21 11:10:00,621.8,628.75,611.05,618.0
2023-08-21 11:15:00,618.0,632.1,617.2,627.0
2023-08-21 11:20:00,627.0,632.7,624.8,625.7
2023-08-21 11:25:00,627.85,647.0,625.6,647.0
2023-08-21 11:30:00,647.0,656.75,639.5,651.05
2023-08-21 11:35:00,651.05,652.25,637.85,649.5
2023-08-21 11:40:00,649.5,652.05,636.7,636.7
2023-08-21 11:45:00,634.3,636.7,620.0,624.3
2023-08-21 11:50:00,624.3,635.2,621.45,628.0
2023-08-21 11:55:00,628.0,635.45,623.0,630.2
2023-08-21 12:00:00,630.2,632.5,623.75,632.5
2023-08-21 12:05:00,632.5,632.5,600.25,609.0
2023-08-21 12:10:00,609.0,623.05,594.8,622.0
2023-08-21 12:15:00,622.0,632.45,619.0,626.2
2023-08-21 12:20:00,626.2,626.2,595.8,600.2
2023-08-21 12:25:00,600.2,606.5,590.25,605.0
2023-08-21 12:30:00,605.2,620.0,584.2,606.0
2023-08-21 12:35:00,606.0,606.0,588.95,594.85
2023-08-21 12:40:00,594.85,594.85,562.05,582.6
2023-08-21 12:45:00,582.6,606.0,578.95,602.85
2023-08-21 12:50:00,602.85,603.85,590.45,602.25
2023-08-21 12:55:00,602.25,602.25,582.0,582.0
2023-08-21 13:00:00,582.0,587.0,570.8,574.6
2023-08-21 13:05:00,574.6,584.25,558.2,584.25
2023-08-21 13:10:00,584.25,584.25,548.15,557.0
2023-08-21 13:15:00,557.0,557.0,522.0,530.65
2023-08-21 13:20:00,531.4,551.85,530.1,550.2
2023-08-21 13:25:00,550.2,560.8,544.0,553.35
2023-08-21 13:30:00,553.35,570.0,545.1,561.5
2023-08-21 13:35:00,561.5,570.2,553.3,566.4
2023-08-21 13:40:00,566.4,576.15,564.25,567.05
2023-08-21 13:45:00,565.15,574.6,552.2,569.6
2023-08-21 13:50:00,569.8,574.0,554.05,560.4
2023-08-21 13:55:00,560.4,574.2,560.4,567.15
2023-08-21 14:00:00,567.15,570.35,554.85,557.3
2023-08-21 14:05:00,556.0,598.45,556.0,593.7
2023-08-21 14:10:00,593.7,605.3,585.0,590.7
2023-08-21 14:15:00,590.7,592.35,577.55,583.6
2023-08-21 14:20:00,583.6,585.6,553.0,556.8
2023-08-21 14:25:00,559.0,571.45,557.0,566.9
2023-08-21 14:30:00,569.0,590.45,555.0,589.25
2023-08-21 14:35:00,589.25,591.5,558.05,569.0
2023-08-21 14:40:00,569.0,573.45,553.0,553.0
2023-08-21 14:45:00,553.0,567.6,546.1,558.85
2023-08-21 14:50:00,558.85,565.6,557.6,562.25
2023-08-21 14:55:00,562.25,563.7,532.9,534.0
2023-08-21 15:00:00,535.0,587.0,532.9,581.6
2023-08-21 15:05:00,583.55,593.5,572.5,578.9
2023-08-21 15:10:00,578.9,600.0,576.45,583.35
2023-08-21 15:15:00,583.35,604.7,582.05,597.55
2023-08-21 15:20:00,597.55,611.0,597.55,608.6
2023-08-21 15:25:00,607.4,610.4,587.3,594.3
