time,open,high,low,close
2023-08-11 09:15:00,912.4,912.4,788.4,801.9
2023-08-11 09:20:00,801.9,826.8,779.2,795.3
2023-08-11 09:25:00,795.3,799.9,763.0,786.0
2023-08-11 09:30:00,784.15,824.8,779.95,805.6
2023-08-11 09:35:00,805.6,807.55,775.2,776.7
2023-08-11 09:40:00,770.0,807.95,767.6,803.7
2023-08-11 09:45:00,803.7,815.0,792.0,796.8
2023-08-11 09:50:00,796.8,796.8,775.8,792.55
2023-08-11 09:55:00,792.55,815.0,792.55,807.6
2023-08-11 10:00:00,807.6,855.0,807.6,823.65
2023-08-11 10:05:00,823.65,827.25,789.0,800.85
2023-08-11 10:10:00,797.4,804.6,795.3,800.1
2023-08-11 10:15:00,800.1,823.5,795.3,823.5
2023-08-11 10:20:00,823.5,830.0,811.0,811.0
2023-08-11 10:25:00,811.0,822.6,811.0,821.4
2023-08-11 10:30:00,821.4,845.1,815.1,833.95
2023-08-11 10:35:00,833.95,833.95,807.6,816.55
2023-08-11 10:40:00,816.55,832.15,807.9,824.3
2023-08-11 10:45:00,824.3,826.25,814.2,821.1
2023-08-11 10:50:00,821.1,821.1,789.9,800.25
2023-08-11 10:55:00,797.45,801.0,780.3,786.0
2023-08-11 11:00:00,784.8,784.8,749.0,766.5
2023-08-11 11:05:00,766.5,790.5,763.5,782.1
2023-08-11 11:10:00,782.1,810.0,782.1,791.5
2023-08-11 11:15:00,791.5,801.0,786.9,798.85
2023-08-11 11:20:00,798.85,828.9,798.85,820.0
2023-08-11 11:25:00,823.8,843.3,818.05,835.15
2023-08-11 11:30:00,835.15,840.05,803.05,803.1
2023-08-11 11:35:00,803.1,808.35,784.85,797.4
2023-08-11 11:40:00,799.5,807.0,790.0,796.5
2023-08-11 11:45:00,796.5,815.0,796.5,810.55
2023-08-11 11:50:00,810.55,821.9,805.8,813.3
2023-08-11 11:55:00,813.3,820.35,800.7,819.6
2023-08-11 12:00:00,819.6,832.2,814.5,816.6
2023-08-11 12:05:00,816.6,841.5,816.6,838.75
2023-08-11 12:10:00,838.75,838.75,822.6,824.2
2023-08-11 12:15:00,824.2,824.2,808.9,809.4
2023-08-11 12:20:00,809.4,826.9,809.4,821.15
2023-08-11 12:25:00,821.15,826.9,810.0,810.0
2023-08-11 12:30:00,810.0,819.9,800.7,800.7
2023-08-11 12:35:00,800.7,820.0,800.0,800.1
2023-08-11 12:40:00,800.1,819.0,800.1,819.0
2023-08-11 12:45:00,819.0,819.0,805.0,805.0
2023-08-11 12:50:00,805.0,805.0,777.5,786.45
2023-08-11 12:55:00,786.45,798.95,722.25,745.5
2023-08-11 13:00:00,745.5,894.7,737.25,860.85
2023-08-11 13:05:00,860.85,940.65,849.05,870.95
2023-08-11 13:10:00,870.95,887.55,847.35,866.15
2023-08-11 13:15:00,866.15,870.55,808.25,837.35
2023-08-11 13:20:00,839.7,849.2,831.0,837.25
2023-08-11 13:25:00,837.25,852.55,828.6,852.55
2023-08-11 13:30:00,852.55,852.55,810.0,829.8
2023-08-11 13:35:00,829.8,836.25,780.5,787.3
2023-08-11 13:40:00,787.3,787.3,756.2,772.2
2023-08-11 13:45:00,772.2,805.0,772.2,792.4
2023-08-11 13:50:00,792.4,799.5,766.25,782.1
2023-08-11 13:55:00,782.1,794.6,781.5,787.5
2023-08-11 14:00:00,787.5,787.8,768.6,777.75
2023-08-11 14:05:00,777.75,779.4,725.0,770.2
2023-08-11 14:10:00,770.2,783.45,756.9,764.65
2023-08-11 14:15:00,770.4,788.9,768.9,768.9
2023-08-11 14:20:00,768.9,789.0,756.8,770.1
2023-08-11 14:25:00,770.1,781.1,770.1,772.5
2023-08-11 14:30:00,772.5,774.05,765.0,765.0
2023-08-11 14:35:00,765.0,771.05,745.0,747.0
2023-08-11 14:40:00,746.0,747.75,720.0,747.25
2023-08-11 14:45:00,747.25,749.25,731.35,735.3
2023-08-11 14:50:00,735.3,753.55,705.0,745.0
2023-08-11 14:55:00,745.0,780.0,736.25,768.6
2023-08-11 15:00:00,768.6,768.6,651.85,655.3
2023-08-11 15:05:00,660.15,683.75,645.85,659.25
2023-08-11 15:10:00,659.5,680.55,659.25,674.5
2023-08-11 15:15:00,676.2,773.15,674.5,760.5
2023-08-11 15:20:00,760.5,771.3,731.95,739.65
2023-08-11 15:25:00,739.65,740.7,709.95,719.65
