date,open,high,low,close
2023-06-30 09:15:00,1012.0,1082.95,1012.0,1048.0
2023-06-30 09:20:00,1048.65,1063.4,1048.65,1050.5
2023-06-30 09:25:00,1049.95,1055.3,1036.05,1036.05
2023-06-30 09:30:00,1035.05,1057.45,1028.0,1052.9
2023-06-30 09:35:00,1053.3,1054.4,1044.85,1048.0
2023-06-30 09:40:00,1044.0,1058.95,1044.0,1058.95
2023-06-30 09:45:00,1055.0,1058.95,1051.0,1051.0
2023-06-30 09:50:00,1052.45,1067.4,1051.05,1065.0
2023-06-30 09:55:00,1066.45,1080.0,1065.05,1080.0
2023-06-30 10:00:00,1082.0,1082.95,1070.0,1074.95
2023-06-30 10:05:00,1074.95,1075.7,1071.0,1071.4
2023-06-30 10:10:00,1075.6,1085.0,1070.0,1085.0
2023-06-30 10:15:00,1083.3,1099.95,1083.3,1095.0
2023-06-30 10:20:00,1091.75,1128.9,1090.15,1121.05
2023-06-30 10:25:00,1124.4,1138.7,1123.75,1133.55
2023-06-30 10:30:00,1132.05,1177.95,1132.05,1177.9
2023-06-30 10:35:00,1175.2,1179.9,1165.0,1170.7
2023-06-30 10:40:00,1170.7,1183.3,1168.05,1178.1
2023-06-30 10:45:00,1179.5,1194.0,1165.0,1166.25
2023-06-30 10:50:00,1166.7,1173.45,1165.1,1168.1
2023-06-30 10:55:00,1168.15,1168.15,1150.0,1159.15
2023-06-30 11:00:00,1159.95,1173.0,1157.1,1171.35
2023-06-30 11:05:00,1171.35,1191.0,1169.25,1177.2
2023-06-30 11:10:00,1180.0,1181.0,1175.0,1175.0
2023-06-30 11:15:00,1174.95,1174.95,1165.0,1170.0
2023-06-30 11:20:00,1171.0,1171.0,1166.4,1167.05
2023-06-30 11:25:00,1167.0,1169.95,1165.15,1168.5
2023-06-30 11:30:00,1168.0,1168.0,1165.05,1165.1
2023-06-30 11:35:00,1165.0,1165.0,1156.95,1159.9
2023-06-30 11:40:00,1159.0,1159.0,1156.0,1156.0
2023-06-30 11:45:00,1155.55,1157.85,1150.0,1150.1
2023-06-30 11:50:00,1150.05,1152.15,1138.0,1142.65
2023-06-30 11:55:00,1143.95,1151.9,1140.1,1140.1
2023-06-30 12:00:00,1138.8,1142.0,1135.55,1138.15
2023-06-30 12:05:00,1141.45,1153.0,1138.15,1150.4
2023-06-30 12:10:00,1150.4,1162.45,1150.4,1162.45
2023-06-30 12:15:00,1162.45,1168.0,1155.55,1156.1
2023-06-30 12:20:00,1156.1,1156.1,1150.05,1151.0
2023-06-30 12:25:00,1155.55,1155.55,1150.4,1151.95
2023-06-30 12:30:00,1151.95,1152.0,1145.15,1145.15
2023-06-30 12:35:00,1145.15,1145.15,1142.0,1145.05
2023-06-30 12:40:00,1145.05,1145.05,1145.05,1145.05
2023-06-30 12:45:00,1149.9,1149.9,1131.0,1131.25
2023-06-30 12:50:00,1134.35,1137.45,1123.55,1133.8
2023-06-30 12:55:00,1131.5,1134.95,1124.95,1126.9
2023-06-30 13:00:00,1126.9,1132.4,1125.05,1132.4
2023-06-30 13:05:00,1135.0,1145.0,1133.8,1139.45
2023-06-30 13:10:00,1137.05,1140.5,1134.4,1139.9
2023-06-30 13:15:00,1139.15,1139.15,1139.15,1139.15
2023-06-30 13:20:00,1141.75,1142.15,1137.0,1142.15
2023-06-30 13:25:00,1139.1,1142.15,1139.1,1142.15
2023-06-30 13:30:00,1144.0,1146.7,1142.6,1144.25
2023-06-30 13:35:00,1146.6,1149.05,1144.25,1144.9
2023-06-30 13:40:00,1146.05,1152.0,1146.05,1152.0
2023-06-30 13:45:00,1149.05,1155.0,1147.0,1150.2
2023-06-30 13:50:00,1151.2,1159.95,1151.2,1155.0
2023-06-30 13:55:00,1152.05,1160.0,1152.05,1160.0
2023-06-30 14:00:00,1160.0,1171.0,1160.0,1170.95
